,author_name,published_date,updated_date,like_count,text
1034,Jeto Jeto,2022-04-12T01:22:57Z,2022-04-12T01:22:57Z,0,"Ya tuhan cbt nyawa org yg ingin merusak negara nkri,,,tempat mareka d neraka"
1035,Desti Amelia,2022-04-12T01:22:47Z,2022-04-12T01:22:47Z,0,"Huuuu,,, gas air mata,, apart kejam,, ibarat maling teriak maling ,, 😠👊🤕😲"
1036,Squad 99,2022-04-12T01:21:01Z,2022-04-12T01:21:01Z,0,Mantab
1037,Pak Dodi,2022-04-12T01:20:12Z,2022-04-12T01:20:12Z,0,Ya alloh lindungi lah mahasiwa2 dan sadar kan pa jokowi supaya turun jadi jbtan nya
1038,jatur,2022-04-12T01:18:22Z,2022-04-12T01:18:30Z,0,Bravo mahasiswa 💪💪💪
1039,CHANEL HEBAT,2022-04-12T01:17:49Z,2022-04-12T01:17:49Z,0,KALU ASPIRASI RAKYAT DI DENGAR MAKA TIDAK ADA DEMO PAK . KENAPA ADA DEMO KARNA PEJABAT NYA TIDAK ADIL
1040,deby susanto,2022-04-12T01:16:09Z,2022-04-12T01:16:09Z,0,Gua ngak mau tau ini orang berkerumun menimbulkan covid satgas mana ini orang nya harus di tes
1041,Irwan Iwan,2022-04-12T01:15:53Z,2022-04-12T01:15:53Z,0,"Sekarang rakyat lagi susah bu, pak tlng di cari solusi nya gmn bisa kluar dari mslh smua ini, bukan di suruh merebus atau makan pisang jadi tolong bpk dan ibu kl mmg tak mampu lagi silakan mundur dan beri kesempatan yg lain. Indonesia ini bkn milik sendiri !!!."
1042,Abdul Rohim,2022-04-12T01:15:42Z,2022-04-12T01:15:42Z,0,"Kelompok suruhan yang abius jadi pemimpinan,,🤭,rakyat sekarang sudah padai.."
1043,prela jr,2022-04-12T01:15:21Z,2022-04-12T01:15:21Z,0,"giliran demo ada yang anarkis kalian beritakan, giliran demo kebrobokan pamerintah kalian bungkam, dasar media media biadab..."
1044,Breaķing News,2022-04-12T01:15:10Z,2022-04-12T01:15:10Z,0,3 Periode mencederai UUD 1945
1045,Tarmizi HRN,2022-04-12T01:14:51Z,2022-04-12T01:14:51Z,0,Itupun Jokowi pasang muka tembok
1046,Eko Riyanto,2022-04-12T01:13:53Z,2022-04-12T01:13:53Z,0,Yang perlu ditindak tegas itu pejabat negara bila perlu presidennya bukan para mahasiswa......apa takut di copot jabatannya ya ?
1047,Gondrong Kereng,2022-04-12T01:12:05Z,2022-04-12T01:12:05Z,1,"Hidup mahasiswa.. Jangan maju, mundur terusss... Tetap semangat..."
1048,Fatih Atha,2022-04-12T01:09:05Z,2022-04-12T01:09:05Z,1,Hidup polisi
1049,Teuku zainal,2022-04-12T01:08:52Z,2022-04-12T01:08:52Z,0,Masyarakat indonesia di buat seperti palestina oleh pemerintahnya sendiri
1050,Habibie Sukardi,2022-04-12T01:07:54Z,2022-04-12T01:07:54Z,0,Kamu mendukungmu mahasiswa 👍👍👍👏👏👏👏🎉🎊🎊🎊
1051,SMK PGRI SEMPU,2022-04-12T01:07:26Z,2022-04-12T01:07:26Z,0,Hidup mahasiswa!
1052,Yudhistira Pratama,2022-04-12T01:06:32Z,2022-04-12T01:06:32Z,0,Yg ketangkap silahkan di proses dengan berat kasih efek jera karena sudah membuat rusuh
1053,Nasir Sinaga,2022-04-12T01:06:18Z,2022-04-12T01:06:18Z,1,Stm yang ikut demo dikeluarkan saja dari sekolah. Kalo tidak kepala sekolahnya dipecat
1054,Indah Purnamasari,2022-04-12T01:06:12Z,2022-04-12T01:06:12Z,0,Bravo mahasiswa hanya kamulah yang bisa mewakili hati rakyat.
1055,SNACK VIDIO,2022-04-12T01:06:03Z,2022-04-12T01:06:03Z,0,"Knp luhut tdk d tangkap pak, yg memancing keributan ini😆😅<br>Kok mahasiswa yg d tangkap😂"
1056,wes tak perjuangke,2022-04-12T01:05:21Z,2022-04-12T01:05:21Z,0,Kira&quot; yg di ributin apa sih
1057,ijazahmad ahmad,2022-04-12T01:05:03Z,2022-04-12T01:05:03Z,0,"TELINGA ” PENDEMO TULI ,PELACUR ” BAYARAN"
1058,Alfatih Tv,2022-04-12T01:04:23Z,2022-04-12T01:04:23Z,0,preeeeeeeeeeeeeeeeeeeet fadil
1059,Weki Novrianto,2022-04-12T01:02:57Z,2022-04-12T01:02:57Z,0,"Ingat kata om Iwan  fals. wakil rakyat kumpulan orang hebat, bukan kumpulan teman &quot; dekat. Tolong dengar suara rakyat. Jangan hanya DIAM."
1060,Nasir Sinaga,2022-04-12T01:02:44Z,2022-04-12T01:02:44Z,0,Mahasiwa vegik bajingan kaluan semua yang demo. Matamu buta hatimu juga buta. Terkutuklah kaklian
1061,scor id,2022-04-12T01:02:42Z,2022-04-12T01:02:42Z,0,"Nohhhh anak buah lho melanggar hukum bantai 6 orang laskar FPI tapi knp sekarang bebas....??? Jika ingin tegakan hukum, tegakan setegak2nya"
1062,Wiro Sableng,2022-04-12T01:02:36Z,2022-04-12T01:02:36Z,0,Uraaa
