,author_name,published_date,updated_date,like_count,text
80,『Airil-なみちゃ☁️』,2020-10-17T13:28:30Z,2020-10-17T13:28:30Z,0,DPR  AFK tolong report..
81,Cungkaripit,2020-10-16T20:24:48Z,2020-10-16T20:24:48Z,0,Berharap ada pahlawan yang menyelamatkan indonesia dari ke dzoliman para razim. Ya allah selamatkanlah kami yang terdzolimi.
82,PRJ marten,2020-10-16T18:13:00Z,2020-10-16T18:13:00Z,0,Kepanjagan dari DPR <br>D dewan <br>P perwakilan<br>R rampok<br>DPR itu cupu main gendok
83,Suparmin Supar,2020-10-16T04:11:34Z,2020-10-16T04:11:34Z,0,KALAU RAKYAT berani akan saya GIGIT pake POLISI.
84,Latia Latia,2020-10-15T12:29:54Z,2020-10-15T12:29:54Z,0,"Dp clo bupati , gubernur , presiden hapalkan isi ayat  Alkitab jgn asal mau . Dr kitab kej - wahyu . Jd hapal isi ayat alkitab dan saran pd masy  banyak 2 hati2 dg anak2nyg jd"
85,Albertsecound_projcks,2020-10-15T08:56:08Z,2020-10-15T08:56:08Z,0,"Berdemolah tanpah harus anarkis <br>Dan, demo lah sesuai aturan,"
86,heru purwanto,2020-10-15T02:28:15Z,2020-10-15T02:28:15Z,0,"negara tanpa keadilan yg timbul hanya kekerasan,dan mungkin terorisme"
87,ReJason Afni,2020-10-14T18:19:36Z,2020-10-14T18:19:36Z,0,Dingklung
88,CHEVOT,2020-10-14T18:06:40Z,2020-10-14T18:06:40Z,0,Polisi terluka di beritain.. Rakyat yg demo banyak yg luka2 ga di beritain..
89,Vijay Gaming,2020-10-14T16:36:02Z,2020-10-14T16:36:02Z,0,"Polisi itu hanya ingin melindungi,knapa kalian para pelajar menghajar polisi.yang seharusnnya kalian hajar itu DPR nya"
90,Yonan Romansah,2020-10-14T16:01:35Z,2020-10-14T16:01:35Z,0,"nenek moyang pahlawan bangsa kita ingin memerdekakan negeri ini,udah merdeka lama begini.ayo kita rubah,kita bangsa besar dan pekerja keras demi cita cita.kita bangsa yg baik dan bangsa yg bisa di musyawarahkan dengan baik dan kita bangsa menghormati pahlawannya.terima kasih salam damai."
91,Mohamad Harfizul Ezol,2020-10-14T15:51:22Z,2020-10-14T15:51:22Z,0,this is stupid apabila manusia hilang kawalan  nescaya bencana yang akan menimpa
92,Merian Yuan,2020-10-14T14:47:18Z,2020-10-14T14:47:18Z,0,Akibat eg0is
93,Aldo Nurrahman,2020-10-14T02:10:13Z,2020-10-14T02:10:13Z,1,Memamg Negara Yg Aneh. Pahlawan Susah Payah Menyatukan Negara Ini Malah DPR Aneh² Aja Kapan Mau Maju Nya Negara Ini Buat Malu Aja
94,Mohd Nur,2020-10-14T00:05:46Z,2020-10-14T00:05:46Z,0,Mcm mana kn maju dikit2 demo demo demo indonesia negara demo .fpi juga demo hahaha
95,Syamim 20,2020-10-13T16:14:08Z,2020-10-13T16:14:08Z,0,Bukan indonesia kalo ngak barbar ✊🏻🔥🇮🇩. Salam dari Malaysia 🇲🇾. Moga cepat sembuh n selesai masalahnya indonesia ❤️
96,one hundred persen,2020-10-13T14:08:33Z,2020-10-13T14:08:33Z,0,Coba sesekali pas orang2 Demo bawa spiker putar lagu2 Dj pasti pada joget biar nga ricuh💃💃💃
97,Muhammad Haziq,2020-10-13T12:17:40Z,2020-10-13T12:17:40Z,0,aku sebagai negeri jiran Malaysia sedih tengok indonesia dengan kes rusuh covid19 semakin memuncak allah akbar dah macam amerika dah semoga dipermudahkan segala urusan dan sentiasa diberi kesihatan Amin
98,Benny Prayogo,2020-10-13T10:41:12Z,2020-10-13T10:41:12Z,0,Kenapa si berita nya yang di up tv selalu rakyat dan mahasiswa seolah olah mereka yang salah
99,Yandi Yandi,2020-10-13T09:46:39Z,2020-10-13T09:46:39Z,0,Lembaga kepolisian mendingan di bubarkan saja diahaya membela orang elit saja tida membela rayat kami tida mengang gap mu sebagay ke amanan di negara ini tapi kami mengang gap mu sebagay musuh kalo kalian me yiksa rayat Indonesia siap kah polisi perang sama rayat  rayat mampu merobohkan markas mu kalo kalian meyiksa rayat
100,Yandi Yandi,2020-10-13T09:42:00Z,2020-10-13T09:42:00Z,0,Kalo polisi membantu para elit politik meyiksa masa rakat mendingan jangan ada polisi di negara ini tolong kepada TNI bantu rayat mu kami bukan raya polisi tapi kami rayat mu TNI bantu kami
101,Ali Bang,2020-10-13T09:12:20Z,2020-10-13T09:12:20Z,0,Rakyat harus bersatu
102,Aldy Vr,2020-10-13T04:03:08Z,2020-10-13T04:03:08Z,0,"Bantu rakyat mu pak polisi,,  jgn sakiti rkyat mu hnya krna uang dan jabatan"
103,Bang Beurit,2020-10-13T03:29:14Z,2020-10-13T03:29:14Z,0,"SUDAH SAATNYA PEMERINTAH KERAHKAN PETRUS SPRTI DI ZAMAN BAPAK DULU,, AYO BERTINDAK OTORITER DR SEKARANG PEMERINTAH BIAR RAKYAT TAU ! SIAPA YG BERKUASA SBNARNYA"
